Estilo,Planta,Departamento,Puesto,Unidad,Status,Tiempos
ANCA,SANTA RITA,ADORNO,PRELIMINAR DE ADORNO,2,DESARROLLO,9.51000005
ANCA,SANTA RITA,ADORNO,PRELIMINAR DE ADORNO,2,DESARROLLO,0.709999979
ANCA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE AVIOS,2,DESARROLLO,0.389999986
ANCA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE AVIOS,2,DESARROLLO,1.429999948
ANCA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE AVIOS,2,DESARROLLO,0.310000002
ANCA,SANTA RITA,CASCOS,PRELIMINAR DE CASCOS,2,DESARROLLO,1.24
ANCA,SANTA RITA,CORTE,CORTADOR DE FORROS,2,DESARROLLO,0.360000014
ANCA,SANTA RITA,CORTE,CORTADOR DE FORROS,2,DESARROLLO,0.471699998
ANCA,SANTA RITA,CORTE,CORTADOR DE PIEL,2,DESARROLLO,4.327100018
ANCA,SANTA RITA,CORTE,PRELIMINAR DE CORTE,2,DESARROLLO,0.635700023
ANCA,SANTA RITA,DOBLILLADO,DOBLILLADOR,2,DESARROLLO,8.91
ANCA,SANTA RITA,DOBLILLADO,PRELIMINAR DE DOBLILLADO,2,DESARROLLO,0.859999995
ANCA,SANTA RITA,LASER,OPERADOR LASER,2,DESARROLLO,2.690000021
ANCA,SANTA RITA,MAQUILA ORISOL,PRELIMINAR DE PESPUNTE,2,DESARROLLO,2.249999993
ANCA,SANTA RITA,MAQUILA ORISOL,PRELIMINAR DE PESPUNTE,2,DESARROLLO,2.86
ANCA,SANTA RITA,MAQUILA ORISOL,PRELIMINAR DE PESPUNTE,2,DESARROLLO,6.140000075
ANCA,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,1.290000021
ANCA,SANTA RITA,MONTADO,CENTRADOR A MAQUINA,2,DESARROLLO,0.899999976
ANCA,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.600000024
ANCA,SANTA RITA,MONTADO,EMBARRADOR ,2,DESARROLLO,1.339999974
ANCA,SANTA RITA,MONTADO,ENSUELADOR,2,DESARROLLO,0.860000014
ANCA,SANTA RITA,MONTADO,MONTADOR ,2,DESARROLLO,1.429999948
ANCA,SANTA RITA,MONTADO,MONTADOR ,2,DESARROLLO,0.689999998
ANCA,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,4.700000021
ANCA,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.75
ANCA,SANTA RITA,OPERACIONES ESPECIALES,PESPUNTADOR ,2,DESARROLLO,3.43
ANCA,SANTA RITA,PESPUNTE,PESPUNTADOR ,2,DESARROLLO,5.760000002
ANCA,SANTA RITA,PESPUNTE,PESPUNTADOR ,2,DESARROLLO,1.679999998
ANCA,SANTA RITA,OPERACIONES ESPECIALES,PESPUNTADOR ,2,DESARROLLO,2.250999982
ANCA,SANTA RITA,PESPUNTE,PRELIMINAR DE PESPUNTE,2,DESARROLLO,8.250000037
ANCA,SANTA RITA,PESPUNTE,PRELIMINAR DE PESPUNTE,2,DESARROLLO,9.099999988
ANCA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.310000002
ANCA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.25
ANCA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,3.079999946
ANCA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.189999998
ANCA,SANTA RITA,REBAJADO,PRELIMINAR DE REBAJADO,2,DESARROLLO,4.844299918
ANCA,SANTA RITA,REBAJADO,REBAJADOR,2,DESARROLLO,0.342000008
ANCA,SANTA RITA,REBAJADO,REBAJADOR,2,DESARROLLO,1.8247
ANCAR,SANTA RITA,ADORNO,PRELIMINAR DE ADORNO,2,DESARROLLO,9.51000005
ANCAR,SANTA RITA,ADORNO,PRELIMINAR DE ADORNO,2,DESARROLLO,0.709999979
ANCAR,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE AVIOS,2,DESARROLLO,0.389999986
ANCAR,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE AVIOS,2,DESARROLLO,1.429999948
ANCAR,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE AVIOS,2,DESARROLLO,0.310000002
ANCAR,SANTA RITA,CASCOS,PRELIMINAR DE CASCOS,2,DESARROLLO,1.24
ANCAR,SANTA RITA,CORTE,CORTADOR DE FORROS,2,DESARROLLO,0.360000014
ANCAR,SANTA RITA,CORTE,CORTADOR DE FORROS,2,DESARROLLO,0.471699998
ANCAR,SANTA RITA,CORTE,CORTADOR DE PIEL,2,DESARROLLO,4.327100018
ANCAR,SANTA RITA,CORTE,PRELIMINAR DE CORTE,2,DESARROLLO,0.635700023
ANCAR,SANTA RITA,DOBLILLADO,DOBLILLADOR,2,DESARROLLO,8.91
ANCAR,SANTA RITA,DOBLILLADO,PRELIMINAR DE DOBLILLADO,2,DESARROLLO,0.86
ANCAR,SANTA RITA,LASER,OPERADOR LASER,2,DESARROLLO,0.27
ANCAR,SANTA RITA,MAQUILA ORISOL,PRELIMINAR DE PESPUNTE,2,DESARROLLO,1.289999992
ANCAR,SANTA RITA,MAQUILA ORISOL,PRELIMINAR DE PESPUNTE,2,DESARROLLO,7.84
ANCAR,SANTA RITA,MAQUILA ORISOL,PRELIMINAR DE PESPUNTE,2,DESARROLLO,1.700000003
ANCAR,SANTA RITA,MAQUILA ORISOL,PRELIMINAR DE PESPUNTE,2,DESARROLLO,1.940000057
ANCAR,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,1.290000021
ANCAR,SANTA RITA,MONTADO,CENTRADOR A MAQUINA,2,DESARROLLO,0.899999976
ANCAR,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.600000024
ANCAR,SANTA RITA,MONTADO,EMBARRADOR ,2,DESARROLLO,1.339999974
ANCAR,SANTA RITA,MONTADO,ENSUELADOR,2,DESARROLLO,0.860000014
ANCAR,SANTA RITA,MONTADO,MONTADOR ,2,DESARROLLO,1.429999948
ANCAR,SANTA RITA,MONTADO,MONTADOR ,2,DESARROLLO,0.689999998
ANCAR,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,4.700000021
ANCAR,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.75
ANCAR,SANTA RITA,OPERACIONES ESPECIALES,PESPUNTADOR ,2,DESARROLLO,3.430000067
ANCAR,SANTA RITA,PESPUNTE,PESPUNTADOR ,2,DESARROLLO,7.130000007
ANCAR,SANTA RITA,PESPUNTE,PESPUNTADOR ,2,DESARROLLO,1.679999998
ANCAR,SANTA RITA,OPERACIONES ESPECIALES,PESPUNTADOR ,2,DESARROLLO,2.850999988
ANCAR,SANTA RITA,PESPUNTE,PRELIMINAR DE PESPUNTE,2,DESARROLLO,8.250000037
ANCAR,SANTA RITA,PESPUNTE,PRELIMINAR DE PESPUNTE,2,DESARROLLO,9.669999981
ANCAR,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.310000002
ANCAR,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.25
ANCAR,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,3.079999946
ANCAR,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.189999998
ANCAR,SANTA RITA,REBAJADO,PRELIMINAR DE REBAJADO,2,DESARROLLO,2.744300013
ANCAR,SANTA RITA,REBAJADO,REBAJADOR,2,DESARROLLO,0.342000008
ANCAR,SANTA RITA,REBAJADO,REBAJADOR,2,DESARROLLO,1.8247
CALCETOSO,SANTA RITA,ADORNO,PRELIMINAR DE ADORNO,2,DESARROLLO,9.51000005
CALCETOSO,SANTA RITA,ADORNO,PRELIMINAR DE ADORNO,2,DESARROLLO,0.709999979
CALCETOSO,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE AVIOS,2,DESARROLLO,0.389999986
CALCETOSO,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE AVIOS,2,DESARROLLO,1.429999948
CALCETOSO,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE AVIOS,2,DESARROLLO,0.310000002
CALCETOSO,SANTA RITA,CASCOS,PRELIMINAR DE CASCOS,2,DESARROLLO,1.24
CALCETOSO,SANTA RITA,CORTE,CORTADOR DE FORROS,2,DESARROLLO,0.360000014
CALCETOSO,SANTA RITA,CORTE,CORTADOR DE FORROS,2,DESARROLLO,0.471699998
CALCETOSO,SANTA RITA,CORTE,CORTADOR DE PIEL,2,DESARROLLO,4.327100018
CALCETOSO,SANTA RITA,CORTE,PRELIMINAR DE CORTE,2,DESARROLLO,0.635700023
CALCETOSO,SANTA RITA,DOBLILLADO,DOBLILLADOR,2,DESARROLLO,8.91
CALCETOSO,SANTA RITA,DOBLILLADO,PRELIMINAR DE DOBLILLADO,2,DESARROLLO,0.86
CALCETOSO,SANTA RITA,LASER,OPERADOR LASER,2,DESARROLLO,0.540000021
CALCETOSO,SANTA RITA,MAQUILA ORISOL,PRELIMINAR DE PESPUNTE,2,DESARROLLO,1.289999992
CALCETOSO,SANTA RITA,MAQUILA ORISOL,PRELIMINAR DE PESPUNTE,2,DESARROLLO,7.84
CALCETOSO,SANTA RITA,MAQUILA ORISOL,PRELIMINAR DE PESPUNTE,2,DESARROLLO,1.700000003
CALCETOSO,SANTA RITA,MAQUILA ORISOL,PRELIMINAR DE PESPUNTE,2,DESARROLLO,1.940000057
CALCETOSO,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,1.290000021
CALCETOSO,SANTA RITA,MONTADO,CENTRADOR A MAQUINA,2,DESARROLLO,0.899999976
CALCETOSO,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.600000024
CALCETOSO,SANTA RITA,MONTADO,EMBARRADOR ,2,DESARROLLO,1.339999974
CALCETOSO,SANTA RITA,MONTADO,ENSUELADOR,2,DESARROLLO,0.860000014
CALCETOSO,SANTA RITA,MONTADO,MONTADOR ,2,DESARROLLO,1.429999948
CALCETOSO,SANTA RITA,MONTADO,MONTADOR ,2,DESARROLLO,0.689999998
CALCETOSO,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,4.700000021
CALCETOSO,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.75
CALCETOSO,SANTA RITA,OPERACIONES ESPECIALES,PESPUNTADOR ,2,DESARROLLO,3.43
CALCETOSO,SANTA RITA,PESPUNTE,PESPUNTADOR ,2,DESARROLLO,7.130000007
CALCETOSO,SANTA RITA,PESPUNTE,PESPUNTADOR ,2,DESARROLLO,1.679999998
CALCETOSO,SANTA RITA,OPERACIONES ESPECIALES,PESPUNTADOR ,2,DESARROLLO,2.850999988
CALCETOSO,SANTA RITA,PESPUNTE,PRELIMINAR DE PESPUNTE,2,DESARROLLO,8.250000037
CALCETOSO,SANTA RITA,PESPUNTE,PRELIMINAR DE PESPUNTE,2,DESARROLLO,10.96999998
CALCETOSO,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.310000002
CALCETOSO,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.25
CALCETOSO,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,3.079999946
CALCETOSO,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.189999998
CALCETOSO,SANTA RITA,REBAJADO,PRELIMINAR DE REBAJADO,2,DESARROLLO,2.744300013
CALCETOSO,SANTA RITA,REBAJADO,REBAJADOR,2,DESARROLLO,0.342000008
CALCETOSO,SANTA RITA,REBAJADO,REBAJADOR,2,DESARROLLO,1.8247
CALIGUA,SANTA RITA,ADORNO,PRELIMINAR DE ADORNO,2,PRODUCCION,9.51000005
CALIGUA,SANTA RITA,ADORNO,PRELIMINAR DE ADORNO,2,PRODUCCION,0.709999979
CALIGUA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE AVIOS,2,PRODUCCION,0.389999986
CALIGUA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE AVIOS,2,PRODUCCION,1.429999948
CALIGUA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE AVIOS,2,PRODUCCION,0.310000002
CALIGUA,SANTA RITA,CASCOS,PRELIMINAR DE CASCOS,2,PRODUCCION,1.24
CALIGUA,SANTA RITA,CORTE,CORTADOR DE FORROS,2,PRODUCCION,0.360000014
CALIGUA,SANTA RITA,CORTE,CORTADOR DE FORROS,2,PRODUCCION,0.471699998
CALIGUA,SANTA RITA,CORTE,CORTADOR DE PIEL,2,PRODUCCION,4.327100018
CALIGUA,SANTA RITA,CORTE,PRELIMINAR DE CORTE,2,PRODUCCION,0.635700023
CALIGUA,SANTA RITA,DOBLILLADO,DOBLILLADOR,2,PRODUCCION,8.91
CALIGUA,SANTA RITA,DOBLILLADO,PRELIMINAR DE DOBLILLADO,2,PRODUCCION,0.86
CALIGUA,SANTA RITA,LASER,OPERADOR LASER,2,PRODUCCION,0.540000021
CALIGUA,SANTA RITA,MAQUILA ORISOL,PRELIMINAR DE PESPUNTE,2,PRODUCCION,1.289999992
CALIGUA,SANTA RITA,MAQUILA ORISOL,PRELIMINAR DE PESPUNTE,2,PRODUCCION,7.84
CALIGUA,SANTA RITA,MAQUILA ORISOL,PRELIMINAR DE PESPUNTE,2,PRODUCCION,1.700000003
CALIGUA,SANTA RITA,MAQUILA ORISOL,PRELIMINAR DE PESPUNTE,2,PRODUCCION,1.940000057
CALIGUA,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,PRODUCCION,1.290000021
CALIGUA,SANTA RITA,MONTADO,CENTRADOR A MAQUINA,2,PRODUCCION,0.899999976
CALIGUA,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,PRODUCCION,0.600000024
CALIGUA,SANTA RITA,MONTADO,EMBARRADOR ,2,PRODUCCION,1.339999974
CALIGUA,SANTA RITA,MONTADO,ENSUELADOR,2,PRODUCCION,0.860000014
CALIGUA,SANTA RITA,MONTADO,MONTADOR ,2,PRODUCCION,1.429999948
CALIGUA,SANTA RITA,MONTADO,MONTADOR ,2,PRODUCCION,0.689999998
CALIGUA,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,PRODUCCION,4.700000021
CALIGUA,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,PRODUCCION,0.75
CALIGUA,SANTA RITA,OPERACIONES ESPECIALES,PESPUNTADOR ,2,PRODUCCION,3.43
CALIGUA,SANTA RITA,PESPUNTE,PESPUNTADOR ,2,PRODUCCION,7.130000007
CALIGUA,SANTA RITA,PESPUNTE,PESPUNTADOR ,2,PRODUCCION,1.679999998
CALIGUA,SANTA RITA,OPERACIONES ESPECIALES,PESPUNTADOR ,2,PRODUCCION,2.850999988
CALIGUA,SANTA RITA,PESPUNTE,PRELIMINAR DE PESPUNTE,2,PRODUCCION,8.250000037
CALIGUA,SANTA RITA,PESPUNTE,PRELIMINAR DE PESPUNTE,2,PRODUCCION,10.96999998
CALIGUA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,PRODUCCION,0.310000002
CALIGUA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,PRODUCCION,0.25
CALIGUA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,PRODUCCION,3.079999946
CALIGUA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,PRODUCCION,0.189999998
CALIGUA,SANTA RITA,REBAJADO,PRELIMINAR DE REBAJADO,2,PRODUCCION,2.744300013
CALIGUA,SANTA RITA,REBAJADO,REBAJADOR,2,PRODUCCION,0.342000008
CALIGUA,SANTA RITA,REBAJADO,REBAJADOR,2,PRODUCCION,1.8247
CALINDA,SANTA RITA,ADORNO,PRELIMINAR DE ADORNO,2,DESARROLLO,9.51000005
CALINDA,SANTA RITA,ADORNO,PRELIMINAR DE ADORNO,2,DESARROLLO,0.709999979
CALINDA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE AVIOS,2,DESARROLLO,0.389999986
CALINDA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE AVIOS,2,DESARROLLO,1.429999948
CALINDA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE AVIOS,2,DESARROLLO,0.310000002
CALINDA,SANTA RITA,CASCOS,PRELIMINAR DE CASCOS,2,DESARROLLO,1.24
CALINDA,SANTA RITA,CORTE,CORTADOR DE FORROS,2,DESARROLLO,0.360000014
CALINDA,SANTA RITA,CORTE,CORTADOR DE FORROS,2,DESARROLLO,0.471699998
CALINDA,SANTA RITA,CORTE,CORTADOR DE PIEL,2,DESARROLLO,4.815000018
CALINDA,SANTA RITA,CORTE,PRELIMINAR DE CORTE,2,DESARROLLO,0.655700023
CALINDA,SANTA RITA,DOBLILLADO,DOBLILLADOR,2,DESARROLLO,8.91
CALINDA,SANTA RITA,DOBLILLADO,PRELIMINAR DE DOBLILLADO,2,DESARROLLO,0.86
CALINDA,SANTA RITA,LASER,OPERADOR LASER,2,DESARROLLO,1.409999986
CALINDA,SANTA RITA,MAQUILA ORISOL,PRELIMINAR DE PESPUNTE,2,DESARROLLO,3.199999996
CALINDA,SANTA RITA,MAQUILA ORISOL,PRELIMINAR DE PESPUNTE,2,DESARROLLO,2.86
CALINDA,SANTA RITA,MAQUILA ORISOL,PRELIMINAR DE PESPUNTE,2,DESARROLLO,7.540000036
CALINDA,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,1.290000021
CALINDA,SANTA RITA,MONTADO,CENTRADOR A MAQUINA,2,DESARROLLO,0.899999976
CALINDA,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.600000024
CALINDA,SANTA RITA,MONTADO,EMBARRADOR ,2,DESARROLLO,1.339999974
CALINDA,SANTA RITA,MONTADO,ENSUELADOR,2,DESARROLLO,0.860000014
CALINDA,SANTA RITA,MONTADO,MONTADOR ,2,DESARROLLO,1.429999948
CALINDA,SANTA RITA,MONTADO,MONTADOR ,2,DESARROLLO,0.689999998
CALINDA,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,4.700000021
CALINDA,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.75
CALINDA,SANTA RITA,OPERACIONES ESPECIALES,PESPUNTADOR ,2,DESARROLLO,3.43
CALINDA,SANTA RITA,PESPUNTE,PESPUNTADOR ,2,DESARROLLO,5.350000002
CALINDA,SANTA RITA,PESPUNTE,PESPUNTADOR ,2,DESARROLLO,1.679999998
CALINDA,SANTA RITA,OPERACIONES ESPECIALES,PESPUNTADOR ,2,DESARROLLO,2.850999988
CALINDA,SANTA RITA,PESPUNTE,PRELIMINAR DE PESPUNTE,2,DESARROLLO,7.930000037
CALINDA,SANTA RITA,PESPUNTE,PRELIMINAR DE PESPUNTE,2,DESARROLLO,10.23999999
CALINDA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.310000002
CALINDA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.25
CALINDA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,3.079999946
CALINDA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.189999998
CALINDA,SANTA RITA,REBAJADO,PRELIMINAR DE REBAJADO,2,DESARROLLO,3.147100013
CALINDA,SANTA RITA,REBAJADO,REBAJADOR,2,DESARROLLO,0.342000008
CALINDA,SANTA RITA,REBAJADO,REBAJADOR,2,DESARROLLO,2.2092
CALMA,SANTA RITA,ADORNO,PRELIMINAR DE ADORNO,2,DESARROLLO,9.51000005
CALMA,SANTA RITA,ADORNO,PRELIMINAR DE ADORNO,2,DESARROLLO,0.709999979
CALMA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE AVIOS,2,DESARROLLO,0.389999986
CALMA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE AVIOS,2,DESARROLLO,1.429999948
CALMA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE AVIOS,2,DESARROLLO,0.310000002
CALMA,SANTA RITA,CASCOS,PRELIMINAR DE CASCOS,2,DESARROLLO,1.24
CALMA,SANTA RITA,CORTE,CORTADOR DE FORROS,2,DESARROLLO,0.360000014
CALMA,SANTA RITA,CORTE,CORTADOR DE FORROS,2,DESARROLLO,0.471699998
CALMA,SANTA RITA,CORTE,CORTADOR DE PIEL,2,DESARROLLO,4.327100018
CALMA,SANTA RITA,CORTE,PRELIMINAR DE CORTE,2,DESARROLLO,0.635700023
CALMA,SANTA RITA,DOBLILLADO,DOBLILLADOR,2,DESARROLLO,8.91
CALMA,SANTA RITA,DOBLILLADO,PRELIMINAR DE DOBLILLADO,2,DESARROLLO,0.859999995
CALMA,SANTA RITA,LASER,OPERADOR LASER,2,DESARROLLO,1.41
CALMA,SANTA RITA,MAQUILA ORISOL,PRELIMINAR DE PESPUNTE,2,DESARROLLO,2.249999993
CALMA,SANTA RITA,MAQUILA ORISOL,PRELIMINAR DE PESPUNTE,2,DESARROLLO,2.86
CALMA,SANTA RITA,MAQUILA ORISOL,PRELIMINAR DE PESPUNTE,2,DESARROLLO,6.140000075
CALMA,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,1.290000021
CALMA,SANTA RITA,MONTADO,CENTRADOR A MAQUINA,2,DESARROLLO,0.899999976
CALMA,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.600000024
CALMA,SANTA RITA,MONTADO,EMBARRADOR ,2,DESARROLLO,1.339999974
CALMA,SANTA RITA,MONTADO,ENSUELADOR,2,DESARROLLO,0.860000014
CALMA,SANTA RITA,MONTADO,MONTADOR ,2,DESARROLLO,1.429999948
CALMA,SANTA RITA,MONTADO,MONTADOR ,2,DESARROLLO,0.689999998
CALMA,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,4.700000021
CALMA,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.75
CALMA,SANTA RITA,OPERACIONES ESPECIALES,PESPUNTADOR ,2,DESARROLLO,3.43
CALMA,SANTA RITA,PESPUNTE,PESPUNTADOR ,2,DESARROLLO,5.760000002
CALMA,SANTA RITA,PESPUNTE,PESPUNTADOR ,2,DESARROLLO,1.679999998
CALMA,SANTA RITA,OPERACIONES ESPECIALES,PESPUNTADOR ,2,DESARROLLO,2.850999988
CALMA,SANTA RITA,PESPUNTE,PRELIMINAR DE PESPUNTE,2,DESARROLLO,8.250000037
CALMA,SANTA RITA,PESPUNTE,PRELIMINAR DE PESPUNTE,2,DESARROLLO,9.099999988
CALMA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.310000002
CALMA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.25
CALMA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,3.079999946
CALMA,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.189999998
CALMA,SANTA RITA,REBAJADO,PRELIMINAR DE REBAJADO,2,DESARROLLO,3.794299965
CALMA,SANTA RITA,REBAJADO,REBAJADOR,2,DESARROLLO,0.342000008
CALMA,SANTA RITA,REBAJADO,REBAJADOR,2,DESARROLLO,1.8247
CALOK,SANTA RITA,ADORNO,PRELIMINAR DE ADORNO,2,DESARROLLO,9.51000005
CALOK,SANTA RITA,ADORNO,PRELIMINAR DE ADORNO,2,DESARROLLO,0.709999979
CALOK,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE AVIOS,2,DESARROLLO,0.389999986
CALOK,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE AVIOS,2,DESARROLLO,1.429999948
CALOK,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE AVIOS,2,DESARROLLO,0.310000002
CALOK,SANTA RITA,CASCOS,PRELIMINAR DE CASCOS,2,DESARROLLO,1.24
CALOK,SANTA RITA,CORTE,CORTADOR DE FORROS,2,DESARROLLO,0.360000014
CALOK,SANTA RITA,CORTE,CORTADOR DE FORROS,2,DESARROLLO,0.471699998
CALOK,SANTA RITA,CORTE,CORTADOR DE PIEL,2,DESARROLLO,4.327100018
CALOK,SANTA RITA,CORTE,PRELIMINAR DE CORTE,2,DESARROLLO,0.635700023
CALOK,SANTA RITA,DOBLILLADO,DOBLILLADOR,2,DESARROLLO,8.91
CALOK,SANTA RITA,DOBLILLADO,PRELIMINAR DE DOBLILLADO,2,DESARROLLO,0.86
CALOK,SANTA RITA,LASER,OPERADOR LASER,2,DESARROLLO,0.27
CALOK,SANTA RITA,MAQUILA ORISOL,PRELIMINAR DE PESPUNTE,2,DESARROLLO,1.289999992
CALOK,SANTA RITA,MAQUILA ORISOL,PRELIMINAR DE PESPUNTE,2,DESARROLLO,7.84
CALOK,SANTA RITA,MAQUILA ORISOL,PRELIMINAR DE PESPUNTE,2,DESARROLLO,1.700000003
CALOK,SANTA RITA,MAQUILA ORISOL,PRELIMINAR DE PESPUNTE,2,DESARROLLO,1.940000057
CALOK,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,1.290000021
CALOK,SANTA RITA,MONTADO,CENTRADOR A MAQUINA,2,DESARROLLO,0.899999976
CALOK,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.600000024
CALOK,SANTA RITA,MONTADO,EMBARRADOR ,2,DESARROLLO,1.339999974
CALOK,SANTA RITA,MONTADO,ENSUELADOR,2,DESARROLLO,0.860000014
CALOK,SANTA RITA,MONTADO,MONTADOR ,2,DESARROLLO,1.429999948
CALOK,SANTA RITA,MONTADO,MONTADOR ,2,DESARROLLO,0.689999998
CALOK,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,4.700000021
CALOK,SANTA RITA,MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.75
CALOK,SANTA RITA,OPERACIONES ESPECIALES,PESPUNTADOR ,2,DESARROLLO,3.43
CALOK,SANTA RITA,PESPUNTE,PESPUNTADOR ,2,DESARROLLO,7.130000007
CALOK,SANTA RITA,PESPUNTE,PESPUNTADOR ,2,DESARROLLO,1.679999998
CALOK,SANTA RITA,OPERACIONES ESPECIALES,PESPUNTADOR ,2,DESARROLLO,2.850999988
CALOK,SANTA RITA,PESPUNTE,PRELIMINAR DE PESPUNTE,2,DESARROLLO,8.250000037
CALOK,SANTA RITA,PESPUNTE,PRELIMINAR DE PESPUNTE,2,DESARROLLO,10.96999998
CALOK,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.310000002
CALOK,SANTA RITA,PREPARADO DE MONTADO,PRELIMINAR DE MONTADO,2,DESARROLLO,0.25
